sale_id,product_id,date,units_sold,selling_price
S01406,P0044,2024-06-03,7,4554
S01407,P0092,2024-01-22,6,3847
S01408,P0001,2024-04-17,15,4646
S01409,P0039,2024-01-23,11,4841
S01410,P0055,2024-01-02,5,5856
S01411,P0006,2024-03-23,12,3730
S01412,P0056,2024-04-28,17,733
S01413,P0016,2024-05-06,16,6762
S01414,P0025,2024-03-20,13,3805
S01415,P0074,2024-01-09,9,4970
S01416,P0088,2024-05-03,16,3050
S01417,P0051,2024-04-26,2,5506
S01418,P0067,2024-04-17,11,1818
S01419,P0067,2024-03-22,5,2797
S01420,P0066,2024-02-20,6,2558
S01421,P0086,2024-05-09,9,1507
S01422,P0076,2024-05-29,10,3402
S01423,P0074,2024-06-20,15,6971
S01424,P0059,2024-05-12,6,993
S01425,P0063,2024-03-20,14,938
S01426,P0092,2024-04-17,17,3392
S01427,P0048,2024-03-15,16,4388
S01428,P0091,2024-05-24,13,3824
S01429,P0045,2024-01-24,11,388
S01430,P0029,2024-04-07,8,6848
S01431,P0008,2024-06-18,18,4582
S01432,P0015,2024-02-04,12,459
S01433,P0057,2024-03-08,16,1231
S01434,P0074,2024-02-27,5,705
S01435,P0054,2024-03-27,3,6048
S01436,P0071,2024-02-03,7,6482
S01437,P0062,2024-05-01,19,5774
S01438,P0028,2024-06-12,1,3481
S01439,P0070,2024-03-12,4,3506
S01440,P0039,2024-04-17,18,1401
S01441,P0065,2024-01-13,12,1416
S01442,P0093,2024-02-28,7,342
S01443,P0051,2024-03-28,1,3616
S01444,P0093,2024-04-16,8,2714
S01445,P0053,2024-02-08,12,5256
S01446,P0099,2024-01-11,17,6587
S01447,P0033,2024-01-27,13,4188
S01448,P0030,2024-05-30,13,5096
S01449,P0028,2024-05-22,17,6075
S01450,P0014,2024-06-23,1,5049
S01451,P0044,2024-05-11,5,1684
S01452,P0021,2024-02-28,2,6386
S01453,P0055,2024-01-27,12,1560
S01454,P0088,2024-03-27,15,2747
S01455,P0014,2024-05-11,2,1188
S01456,P0023,2024-01-18,8,6406
S01457,P0065,2024-02-20,19,2202
S01458,P0008,2024-01-28,17,1048
S01459,P0051,2024-02-14,11,1159
S01460,P0070,2024-05-30,5,367
S01461,P0090,2024-05-15,3,4416
S01462,P0015,2024-05-25,9,5459
S01463,P0069,2024-01-15,3,582
S01464,P0060,2024-05-21,5,1816
S01465,P0070,2024-01-02,17,2822
S01466,P0064,2024-03-31,17,467
S01467,P0025,2024-05-24,13,5628
S01468,P0043,2024-06-20,13,875
S01469,P0093,2024-02-24,16,334
S01470,P0017,2024-06-22,1,6620
S01471,P0012,2024-02-19,16,6029
S01472,P0007,2024-04-30,11,3247
S01473,P0084,2024-04-23,6,3256
S01474,P0071,2024-01-14,18,4777
S01475,P0097,2024-02-09,1,1037
S01476,P0075,2024-02-24,10,6827
S01477,P0086,2024-01-21,16,5176
S01478,P0035,2024-04-12,15,6091
S01479,P0052,2024-03-01,4,2339
S01480,P0066,2024-03-02,12,731
S01481,P0050,2024-01-03,10,5540
S01482,P0094,2024-03-14,16,233
S01483,P0068,2024-05-13,15,6493
S01484,P0030,2024-03-23,12,6351
S01485,P0049,2024-02-02,6,6131
S01486,P0044,2024-03-25,11,6602
S01487,P0013,2024-05-30,18,6940
S01488,P0092,2024-01-23,16,3647
S01489,P0100,2024-05-21,6,403
S01490,P0003,2024-05-29,5,1122
S01491,P0100,2024-06-01,14,710
S01492,P0021,2024-06-25,1,2534
S01493,P0014,2024-01-15,19,743
S01494,P0003,2024-02-22,12,3976
S01495,P0086,2024-03-16,16,177
S01496,P0024,2024-06-18,10,4192
S01497,P0081,2024-06-09,6,3003
S01498,P0088,2024-02-08,2,2874
S01499,P0030,2024-01-23,7,3813
S01500,P0078,2024-06-25,11,511
S01501,P0040,2024-06-14,10,6057
S01502,P0090,2024-01-19,16,795
S01503,P0094,2024-01-25,17,2166
S01504,P0010,2024-01-23,14,359
S01505,P0027,2024-01-26,6,6601
S01506,P0001,2024-03-04,10,5191
S01507,P0029,2024-05-20,12,6517
S01508,P0049,2024-01-21,13,716
S01509,P0042,2024-06-23,2,906
S01510,P0077,2024-05-08,6,4404
S01511,P0060,2024-06-03,1,5226
S01512,P0093,2024-03-27,8,6352
S01513,P0021,2024-01-20,9,3392
S01514,P0090,2024-03-18,1,5238
S01515,P0100,2024-02-26,14,6928
S01516,P0015,2024-01-24,6,5770
S01517,P0032,2024-01-03,15,1852
S01518,P0082,2024-02-08,18,652
S01519,P0066,2024-04-29,12,3893
S01520,P0038,2024-01-18,7,4588
S01521,P0057,2024-01-16,1,785
S01522,P0002,2024-03-27,6,4953
S01523,P0063,2024-06-28,14,2713
S01524,P0047,2024-02-10,2,5757
S01525,P0066,2024-04-18,8,998
S01526,P0081,2024-02-10,1,6592
S01527,P0091,2024-03-15,11,4124
S01528,P0019,2024-03-05,4,6001
S01529,P0024,2024-01-12,3,2825
S01530,P0010,2024-02-01,14,6724
S01531,P0061,2024-04-02,12,949
S01532,P0046,2024-03-13,13,4174
S01533,P0054,2024-02-08,19,6034
S01534,P0013,2024-02-18,2,5699
S01535,P0001,2024-04-04,10,2894
S01536,P0079,2024-02-14,10,1869
S01537,P0046,2024-06-05,14,6957
S01538,P0025,2024-04-28,5,3915
S01539,P0089,2024-06-28,15,5639
S01540,P0061,2024-01-14,19,3589
S01541,P0086,2024-05-12,15,738
S01542,P0076,2024-05-05,3,2486
S01543,P0065,2024-03-15,6,6372
S01544,P0061,2024-01-01,9,3224
S01545,P0002,2024-03-19,9,2606
S01546,P0023,2024-01-31,6,3895
S01547,P0065,2024-03-26,6,1532
S01548,P0085,2024-03-14,18,3490
S01549,P0090,2024-06-09,13,4875
S01550,P0006,2024-04-22,6,2836
S01551,P0028,2024-01-29,5,4968
S01552,P0054,2024-05-15,19,4059
S01553,P0087,2024-04-22,13,1929
S01554,P0039,2024-01-30,8,4645
S01555,P0033,2024-06-26,15,5798
S01556,P0080,2024-03-09,7,5311
S01557,P0087,2024-02-13,15,3285
S01558,P0032,2024-05-04,9,1401
S01559,P0026,2024-04-22,3,1788
S01560,P0047,2024-04-27,6,3985
S01561,P0021,2024-02-21,2,1088
S01562,P0087,2024-01-06,2,2857
S01563,P0030,2024-01-27,14,4282
S01564,P0040,2024-02-10,18,1628
S01565,P0033,2024-04-10,12,3729
S01566,P0051,2024-03-14,11,2312
S01567,P0013,2024-06-21,2,6982
S01568,P0020,2024-04-16,5,2523
S01569,P0030,2024-02-21,3,5101
S01570,P0058,2024-03-16,15,2350
S01571,P0087,2024-06-04,7,5308
S01572,P0003,2024-05-14,8,4806
S01573,P0041,2024-05-03,17,728
S01574,P0063,2024-02-29,8,2982
S01575,P0032,2024-01-26,7,6326
S01576,P0091,2024-06-15,10,4346
S01577,P0064,2024-06-03,19,4599
S01578,P0012,2024-06-21,1,2114
S01579,P0079,2024-04-18,12,3459
S01580,P0004,2024-02-22,1,6983
S01581,P0059,2024-02-29,12,5988
S01582,P0060,2024-06-15,16,5311
S01583,P0047,2024-02-01,18,1966
S01584,P0040,2024-05-19,9,2724
S01585,P0073,2024-03-05,14,3313
S01586,P0075,2024-01-14,14,4647
S01587,P0001,2024-05-21,2,2435
S01588,P0048,2024-01-18,13,3884
S01589,P0066,2024-02-08,7,1662
S01590,P0068,2024-05-20,2,2272
S01591,P0096,2024-06-15,14,3804
S01592,P0058,2024-04-10,1,5276
S01593,P0022,2024-02-19,2,2064
S01594,P0094,2024-06-18,7,2038
S01595,P0076,2024-04-26,1,1736
S01596,P0026,2024-03-29,7,6636
S01597,P0092,2024-01-15,19,6688
S01598,P0057,2024-05-31,2,6459
S01599,P0021,2024-05-30,11,1223
S01600,P0049,2024-03-04,13,5633
S01601,P0063,2024-06-24,16,2210
S01602,P0062,2024-02-17,1,1805
S01603,P0008,2024-03-07,4,1991
S01604,P0084,2024-04-13,13,4178
S01605,P0038,2024-02-03,11,2247
S01606,P0091,2024-06-19,14,1973
S01607,P0031,2024-01-29,12,3618
S01608,P0027,2024-05-08,18,541
S01609,P0017,2024-05-31,19,6088
S01610,P0056,2024-04-25,19,883
S01611,P0078,2024-04-21,4,2287
S01612,P0066,2024-05-02,16,5625
S01613,P0012,2024-04-07,3,6187
S01614,P0009,2024-04-20,2,5096
S01615,P0042,2024-03-06,1,6236
S01616,P0058,2024-06-07,6,1239
S01617,P0065,2024-01-04,5,6629
S01618,P0078,2024-01-02,8,2060
S01619,P0094,2024-03-27,7,3143
S01620,P0091,2024-06-17,4,3876
S01621,P0029,2024-05-13,5,3178
S01622,P0055,2024-01-23,12,6320
S01623,P0043,2024-03-14,15,5793
S01624,P0032,2024-05-28,18,1633
S01625,P0069,2024-03-23,12,4085
S01626,P0023,2024-06-11,1,2933
S01627,P0043,2024-03-30,17,3894
S01628,P0033,2024-04-23,15,4657
S01629,P0098,2024-02-04,3,1104
S01630,P0062,2024-03-02,15,885
S01631,P0040,2024-06-04,7,4689
S01632,P0027,2024-02-16,1,5611
S01633,P0040,2024-05-31,5,5178
S01634,P0081,2024-05-05,17,1584
S01635,P0022,2024-02-25,10,6088
S01636,P0037,2024-01-13,6,891
S01637,P0023,2024-03-16,19,3662
S01638,P0006,2024-02-22,4,6925
S01639,P0050,2024-04-11,8,4740
S01640,P0091,2024-03-01,1,5405
S01641,P0052,2024-04-09,1,1164
S01642,P0026,2024-02-01,6,3886
S01643,P0084,2024-04-26,15,941
S01644,P0068,2024-03-23,13,5268
S01645,P0016,2024-05-18,2,1726
S01646,P0013,2024-06-08,9,1052
S01647,P0073,2024-04-08,4,3256
S01648,P0003,2024-05-11,18,3070
S01649,P0012,2024-01-22,18,3317
S01650,P0066,2024-06-07,8,3489
S01651,P0042,2024-03-17,4,1025
S01652,P0087,2024-03-17,16,4965
S01653,P0100,2024-06-20,10,3768
S01654,P0085,2024-05-03,5,5268
S01655,P0001,2024-03-18,19,256
S01656,P0093,2024-01-29,6,1389
S01657,P0050,2024-05-12,14,3084
S01658,P0015,2024-06-27,10,3287
S01659,P0065,2024-05-11,3,3689
S01660,P0029,2024-02-29,17,289
S01661,P0065,2024-02-13,7,170
S01662,P0096,2024-02-21,14,444
S01663,P0052,2024-04-24,2,5304
S01664,P0062,2024-01-09,16,5780
S01665,P0081,2024-03-15,3,5717
S01666,P0026,2024-04-14,7,6620
S01667,P0054,2024-04-19,17,3167
S01668,P0063,2024-05-24,11,6221
S01669,P0039,2024-06-04,4,6314
S01670,P0037,2024-04-17,14,2954
S01671,P0053,2024-01-15,18,5861
S01672,P0035,2024-06-03,2,1163
S01673,P0053,2024-04-02,16,4602
S01674,P0016,2024-02-08,5,2397
S01675,P0073,2024-01-11,18,3623
S01676,P0098,2024-04-22,6,864
S01677,P0068,2024-01-29,6,3850
S01678,P0046,2024-03-14,14,3251
S01679,P0099,2024-01-17,2,921
S01680,P0008,2024-02-28,19,237
S01681,P0099,2024-05-12,18,279
S01682,P0051,2024-05-27,17,2807
S01683,P0016,2024-06-10,9,1270
S01684,P0002,2024-06-03,11,196
S01685,P0051,2024-01-18,2,1899
S01686,P0079,2024-03-01,4,4351
S01687,P0033,2024-04-10,10,6130
S01688,P0076,2024-03-23,18,711
S01689,P0084,2024-04-04,3,369
S01690,P0096,2024-06-19,16,4049
S01691,P0016,2024-02-26,5,4597
S01692,P0003,2024-03-25,13,5838
S01693,P0018,2024-03-30,14,475
S01694,P0022,2024-04-06,12,1576
S01695,P0022,2024-04-03,14,4902
S01696,P0003,2024-04-16,10,5135
S01697,P0047,2024-03-13,17,1592
S01698,P0034,2024-01-12,7,4602
S01699,P0042,2024-02-22,2,4943
S01700,P0096,2024-02-14,15,1195
S01701,P0066,2024-02-16,11,3473
S01702,P0024,2024-06-25,1,4805
S01703,P0021,2024-03-19,19,3354
S01704,P0021,2024-02-24,19,4355
S01705,P0010,2024-06-18,7,884
S01706,P0054,2024-01-18,8,4552
S01707,P0029,2024-05-10,8,1489
S01708,P0089,2024-04-09,2,5067
S01709,P0057,2024-05-13,15,2150
S01710,P0081,2024-01-14,15,600
S01711,P0027,2024-04-20,7,482
S01712,P0086,2024-04-12,8,522
S01713,P0033,2024-06-03,12,2853
S01714,P0044,2024-01-11,9,6538
S01715,P0093,2024-01-06,9,1265
S01716,P0080,2024-01-22,16,4117
S01717,P0012,2024-02-29,3,1893
S01718,P0079,2024-01-06,14,2648
S01719,P0034,2024-05-28,10,3036
S01720,P0041,2024-01-18,13,6107
S01721,P0009,2024-03-07,10,1783
S01722,P0062,2024-01-25,19,5818
S01723,P0001,2024-03-29,18,1774
S01724,P0059,2024-04-07,3,3349
S01725,P0085,2024-01-25,4,3719
S01726,P0060,2024-02-11,2,5473
S01727,P0045,2024-06-26,8,5277
S01728,P0046,2024-01-25,10,4527
S01729,P0039,2024-04-01,1,3830
S01730,P0093,2024-06-23,10,3472
S01731,P0024,2024-05-21,9,1001
S01732,P0074,2024-02-17,18,167
S01733,P0100,2024-02-03,17,3778
S01734,P0092,2024-02-17,10,6463
S01735,P0023,2024-02-07,1,1218
S01736,P0091,2024-06-23,14,2361
S01737,P0077,2024-02-12,2,3732
S01738,P0064,2024-03-01,13,2027
S01739,P0049,2024-06-17,4,472
S01740,P0025,2024-05-06,11,3972
S01741,P0045,2024-02-04,11,222
S01742,P0014,2024-04-07,8,556
S01743,P0078,2024-03-12,8,5405
S01744,P0057,2024-02-15,14,3085
S01745,P0072,2024-02-16,1,5565
S01746,P0066,2024-04-25,6,3400
S01747,P0079,2024-03-05,10,6443
S01748,P0055,2024-06-08,12,4518
S01749,P0049,2024-02-18,7,5581
S01750,P0078,2024-06-23,1,1541
S01751,P0041,2024-04-14,18,5909
S01752,P0064,2024-01-23,14,3584
S01753,P0002,2024-04-23,16,4464
S01754,P0024,2024-03-11,14,6343
S01755,P0025,2024-03-15,13,2994
S01756,P0097,2024-03-12,13,3233
S01757,P0090,2024-04-04,15,2828
S01758,P0096,2024-05-27,17,2115
S01759,P0027,2024-05-28,6,6211
S01760,P0066,2024-03-12,10,5593
S01761,P0052,2024-02-05,16,4117
S01762,P0005,2024-04-11,14,6307
S01763,P0025,2024-05-26,13,578
S01764,P0095,2024-04-05,8,2088
S01765,P0015,2024-01-20,19,3790
S01766,P0097,2024-02-24,12,6229
S01767,P0034,2024-03-26,11,5539
S01768,P0059,2024-05-01,16,4742
S01769,P0085,2024-01-15,13,5928
S01770,P0009,2024-03-13,3,1970
S01771,P0040,2024-01-08,7,2987
S01772,P0002,2024-02-02,13,1391
S01773,P0065,2024-06-01,6,5923
S01774,P0045,2024-04-11,1,6771
S01775,P0074,2024-03-18,12,5370
S01776,P0091,2024-04-14,9,1027
S01777,P0012,2024-05-12,17,3736
S01778,P0044,2024-06-16,13,997
S01779,P0067,2024-06-10,8,4889
S01780,P0066,2024-02-26,1,6893
S01781,P0040,2024-03-28,2,3794
S01782,P0088,2024-02-05,11,2335
S01783,P0091,2024-03-25,12,850
S01784,P0068,2024-01-05,8,6515
S01785,P0057,2024-01-13,6,5852
S01786,P0090,2024-06-15,17,2507
S01787,P0064,2024-06-02,9,6045
S01788,P0003,2024-05-16,10,737
S01789,P0057,2024-03-17,8,1751
S01790,P0050,2024-02-21,10,5776
S01791,P0011,2024-06-14,16,245
S01792,P0097,2024-01-23,15,1879
S01793,P0039,2024-03-28,13,1220
S01794,P0048,2024-03-01,16,4592
S01795,P0056,2024-01-15,15,3386
S01796,P0088,2024-05-04,12,603
S01797,P0100,2024-06-11,3,626
S01798,P0077,2024-02-10,10,2240
S01799,P0079,2024-02-03,15,5857
S01800,P0094,2024-01-27,3,607
S01801,P0019,2024-05-02,14,6359
S01802,P0062,2024-01-02,13,2802
S01803,P0050,2024-04-04,1,6941
S01804,P0064,2024-04-03,6,4428
S01805,P0083,2024-01-22,19,2457
S01806,P0071,2024-06-25,1,3318
S01807,P0003,2024-03-03,15,1387
S01808,P0096,2024-02-25,5,3307
S01809,P0072,2024-03-28,4,4883
S01810,P0059,2024-05-21,18,1422
S01811,P0093,2024-03-29,17,2195
S01812,P0056,2024-06-07,18,4396
S01813,P0046,2024-05-04,14,2582
S01814,P0033,2024-03-19,16,4992
S01815,P0067,2024-05-15,7,5019
S01816,P0036,2024-04-16,19,3499
S01817,P0011,2024-02-27,7,3851
S01818,P0032,2024-02-06,11,5978
S01819,P0047,2024-05-30,17,4285
S01820,P0018,2024-03-07,19,1796
S01821,P0058,2024-01-21,5,4707
S01822,P0047,2024-05-27,3,4142
S01823,P0054,2024-01-04,4,2473
S01824,P0023,2024-02-16,4,2292
S01825,P0088,2024-06-24,5,6086
S01826,P0059,2024-04-05,3,5924
S01827,P0021,2024-01-31,16,2524
S01828,P0044,2024-01-30,13,3826
S01829,P0054,2024-04-29,14,1635
S01830,P0042,2024-06-05,13,4369
S01831,P0003,2024-06-16,11,1021
S01832,P0088,2024-03-02,18,1411
S01833,P0036,2024-03-05,11,1569
S01834,P0092,2024-04-14,13,3308
S01835,P0041,2024-03-17,5,4541
S01836,P0015,2024-05-13,14,4680
S01837,P0025,2024-04-19,17,806
S01838,P0082,2024-01-28,16,1535
S01839,P0066,2024-01-13,19,3312
S01840,P0013,2024-01-13,15,1187
S01841,P0067,2024-05-20,12,936
S01842,P0012,2024-03-15,7,5568
S01843,P0048,2024-02-12,19,154
S01844,P0053,2024-04-30,18,1286
S01845,P0098,2024-05-10,16,4540
S01846,P0065,2024-06-03,1,2568
S01847,P0010,2024-02-26,18,2568
S01848,P0082,2024-02-07,7,6198
S01849,P0027,2024-05-23,17,5828
S01850,P0058,2024-06-02,7,6221
S01851,P0011,2024-03-08,11,3851
S01852,P0091,2024-02-16,15,994
S01853,P0010,2024-05-17,6,2957
S01854,P0017,2024-04-08,4,5775
S01855,P0039,2024-04-19,11,2745
S01856,P0096,2024-03-16,10,4249
S01857,P0073,2024-03-17,10,338
S01858,P0077,2024-05-06,15,4835
S01859,P0077,2024-03-15,11,2241
S01860,P0046,2024-05-21,19,4101
S01861,P0067,2024-01-09,10,4497
S01862,P0096,2024-02-10,16,3027
S01863,P0035,2024-04-24,14,2311
S01864,P0025,2024-04-09,11,6160
S01865,P0033,2024-05-03,19,2221
S01866,P0036,2024-02-24,11,1555
S01867,P0010,2024-01-24,16,3743
S01868,P0089,2024-05-02,3,4496
S01869,P0089,2024-02-11,6,5972
S01870,P0036,2024-04-09,14,6872
S01871,P0098,2024-01-05,6,4022
S01872,P0087,2024-03-02,14,2289
S01873,P0023,2024-03-15,15,491
S01874,P0086,2024-02-23,10,6128
S01875,P0092,2024-03-06,7,4902
S01876,P0092,2024-04-30,10,1510
S01877,P0066,2024-01-31,1,6890
S01878,P0016,2024-04-09,5,3839
S01879,P0037,2024-05-06,19,3311
S01880,P0084,2024-03-04,18,4957
S01881,P0083,2024-06-15,19,2125
S01882,P0084,2024-01-24,11,2141
S01883,P0074,2024-02-14,12,2345
S01884,P0048,2024-02-27,14,4195
S01885,P0047,2024-06-24,5,3099
S01886,P0027,2024-02-18,11,6227
S01887,P0002,2024-05-18,12,5132
S01888,P0044,2024-02-17,3,4430
S01889,P0087,2024-01-27,3,5724
S01890,P0068,2024-05-03,8,3575
S01891,P0032,2024-04-11,3,4942
S01892,P0091,2024-01-13,18,6904
S01893,P0094,2024-01-08,13,1385
S01894,P0095,2024-04-22,18,5841
S01895,P0038,2024-02-17,4,2141
S01896,P0088,2024-06-16,2,6709
S01897,P0055,2024-03-21,5,482
S01898,P0045,2024-01-16,19,5531
S01899,P0003,2024-06-10,5,3329
S01900,P0075,2024-06-08,1,3166
S01901,P0063,2024-06-02,15,5709
S01902,P0075,2024-02-11,19,766
S01903,P0069,2024-02-23,6,6740
S01904,P0050,2024-05-03,15,3807
S01905,P0058,2024-01-13,4,4479
S01906,P0057,2024-05-29,12,6608
S01907,P0078,2024-04-15,10,6890
S01908,P0015,2024-04-13,15,155
S01909,P0088,2024-05-20,2,3983
S01910,P0035,2024-01-16,11,4689
S01911,P0065,2024-05-27,8,719
S01912,P0055,2024-04-28,19,2866
S01913,P0055,2024-03-01,15,4063
S01914,P0040,2024-01-04,9,4599
S01915,P0007,2024-05-02,6,5695
S01916,P0049,2024-05-28,18,2073
S01917,P0014,2024-05-16,14,5859
S01918,P0007,2024-01-05,5,2296
S01919,P0019,2024-03-14,3,6527
S01920,P0061,2024-02-03,7,1138
S01921,P0062,2024-02-04,18,3519
S01922,P0043,2024-06-07,6,6900
S01923,P0050,2024-01-01,5,1397
S01924,P0037,2024-02-05,5,5692
S01925,P0060,2024-04-13,12,3069
S01926,P0057,2024-05-24,11,903
S01927,P0015,2024-06-23,3,1521
S01928,P0010,2024-05-27,13,843
S01929,P0009,2024-05-07,16,1779
S01930,P0016,2024-02-06,9,4383
S01931,P0064,2024-04-16,1,4459
S01932,P0011,2024-04-04,4,6317
S01933,P0028,2024-02-15,8,4446
S01934,P0058,2024-06-10,8,1845
S01935,P0087,2024-05-24,9,3898
S01936,P0067,2024-04-26,8,1819
S01937,P0083,2024-01-09,12,5592
S01938,P0039,2024-06-05,3,5321
S01939,P0042,2024-04-05,6,6137
S01940,P0062,2024-03-29,14,3137
S01941,P0014,2024-01-15,7,6151
S01942,P0001,2024-03-08,16,2257
S01943,P0059,2024-06-03,10,5402
S01944,P0030,2024-05-01,13,2060
S01945,P0052,2024-03-21,14,4676
S01946,P0055,2024-05-19,10,1520
S01947,P0078,2024-04-15,6,2042
S01948,P0018,2024-04-13,6,4710
S01949,P0066,2024-05-07,14,3779
S01950,P0067,2024-03-23,1,6247
S01951,P0094,2024-02-05,4,6590
S01952,P0040,2024-01-04,17,3189
S01953,P0083,2024-01-20,6,1830
S01954,P0018,2024-02-28,1,3745
S01955,P0031,2024-04-26,9,1002
S01956,P0092,2024-01-23,19,4413
S01957,P0013,2024-04-18,19,2591
S01958,P0062,2024-02-07,19,4870
S01959,P0015,2024-04-20,16,4793
S01960,P0097,2024-03-15,14,1494
S01961,P0048,2024-03-07,14,3900
S01962,P0066,2024-06-21,3,5687
S01963,P0023,2024-05-28,8,2056
S01964,P0020,2024-03-09,10,2583
S01965,P0060,2024-01-21,15,6079
S01966,P0023,2024-02-03,10,4759
S01967,P0098,2024-05-08,17,4604
S01968,P0031,2024-05-30,2,6022
S01969,P0043,2024-01-10,18,2024
S01970,P0034,2024-06-04,10,5536
S01971,P0058,2024-05-17,8,168
S01972,P0067,2024-05-21,9,6303
S01973,P0028,2024-04-08,18,4860
S01974,P0029,2024-02-04,11,4500
S01975,P0063,2024-06-10,1,6251
S01976,P0063,2024-06-11,18,2088
S01977,P0086,2024-03-05,17,4861
S01978,P0074,2024-05-05,15,631
S01979,P0044,2024-02-04,16,3586
S01980,P0064,2024-02-28,14,4187
S01981,P0041,2024-01-09,1,6879
S01982,P0015,2024-01-30,5,2244
S01983,P0056,2024-05-16,18,471
S01984,P0091,2024-03-23,6,531
S01985,P0030,2024-06-14,15,5651
S01986,P0005,2024-02-08,3,529
S01987,P0074,2024-02-01,4,4340
S01988,P0025,2024-04-20,17,5621
S01989,P0053,2024-04-18,2,2729
S01990,P0041,2024-05-04,1,4108
S01991,P0085,2024-01-25,13,6975
S01992,P0098,2024-04-25,18,4776
S01993,P0022,2024-03-02,4,766
S01994,P0038,2024-01-30,10,2548
S01995,P0021,2024-01-10,18,3738
S01996,P0058,2024-03-22,18,4473
S01997,P0013,2024-05-07,13,5107
S01998,P0083,2024-04-10,15,846
S01999,P0039,2024-03-15,11,2743
S02000,P0097,2024-04-16,15,1853
S02001,P0079,2024-03-01,1,1549
S02002,P0015,2024-04-11,19,5368
S02003,P0047,2024-02-20,12,6577
S02004,P0057,2024-02-14,16,3197
S02005,P0090,2024-05-17,3,2939
S02006,P0053,2024-06-19,4,941
S02007,P0083,2024-01-17,7,3691
S02008,P0079,2024-04-02,9,6754
S02009,P0071,2024-01-24,17,2844
S02010,P0092,2024-03-25,9,5432
S02011,P0067,2024-01-02,12,414
S02012,P0055,2024-03-07,13,2650
S02013,P0021,2024-05-02,8,1686
S02014,P0051,2024-05-22,6,4986
S02015,P0095,2024-04-03,14,2964
S02016,P0060,2024-03-08,9,199
S02017,P0026,2024-01-14,4,540
S02018,P0088,2024-02-21,19,4847
S02019,P0082,2024-02-23,11,4628
S02020,P0024,2024-06-20,14,5540
S02021,P0084,2024-04-16,6,6492
S02022,P0054,2024-01-05,1,3179
S02023,P0076,2024-03-27,2,1811
S02024,P0024,2024-03-27,7,1022
S02025,P0067,2024-01-07,9,6236
S02026,P0065,2024-06-07,18,5611
S02027,P0015,2024-04-21,14,293
S02028,P0064,2024-03-26,2,4259
S02029,P0067,2024-03-31,16,5915
S02030,P0045,2024-03-12,18,6423
S02031,P0019,2024-01-17,5,326
S02032,P0069,2024-03-28,3,688
S02033,P0067,2024-04-10,18,6231
S02034,P0055,2024-06-27,12,3081
S02035,P0058,2024-06-27,2,6506
S02036,P0069,2024-01-31,14,1638
S02037,P0002,2024-01-23,11,1905
S02038,P0096,2024-01-12,3,1348
S02039,P0025,2024-02-28,14,2784
S02040,P0019,2024-02-19,14,3365
S02041,P0016,2024-02-26,6,5760
S02042,P0062,2024-05-31,15,6046
S02043,P0069,2024-02-21,8,4971
S02044,P0094,2024-04-26,14,5345
S02045,P0099,2024-04-15,6,3228
S02046,P0059,2024-06-15,17,5339
S02047,P0064,2024-03-27,3,6781
S02048,P0023,2024-05-02,14,1290
S02049,P0018,2024-04-19,13,6183
S02050,P0041,2024-05-09,15,5508
S02051,P0015,2024-01-10,19,4840
S02052,P0049,2024-03-04,6,837
S02053,P0007,2024-01-21,7,1510
S02054,P0027,2024-01-19,12,4199
S02055,P0004,2024-06-25,11,2750
S02056,P0084,2024-03-18,18,5758
S02057,P0092,2024-03-10,14,4281
S02058,P0072,2024-01-06,3,2022
S02059,P0088,2024-01-12,12,1340
S02060,P0049,2024-05-18,19,2051
S02061,P0081,2024-06-04,8,3107
S02062,P0024,2024-06-10,12,597
S02063,P0050,2024-06-22,3,449
S02064,P0067,2024-05-02,8,4936
S02065,P0079,2024-02-27,10,2873
S02066,P0036,2024-01-14,3,1436
S02067,P0057,2024-05-03,11,539
S02068,P0090,2024-02-11,3,6134
S02069,P0026,2024-04-28,10,553
S02070,P0025,2024-06-13,1,6735
S02071,P0060,2024-02-06,5,6233
S02072,P0078,2024-03-28,3,5425
S02073,P0088,2024-06-17,11,1708
S02074,P0077,2024-04-10,5,2934
S02075,P0095,2024-05-17,3,6732
S02076,P0040,2024-05-31,16,6861
S02077,P0082,2024-02-13,1,2082
S02078,P0009,2024-02-21,10,1803
S02079,P0042,2024-04-08,7,6264
S02080,P0040,2024-01-10,6,6345
S02081,P0084,2024-05-15,18,4864
S02082,P0018,2024-04-24,14,4514
S02083,P0053,2024-03-19,7,4706
S02084,P0088,2024-05-09,18,1762
S02085,P0060,2024-04-29,9,2760
S02086,P0067,2024-05-10,6,1897
S02087,P0100,2024-03-25,9,6658
S02088,P0073,2024-04-02,12,5510
S02089,P0028,2024-02-02,10,6251
S02090,P0052,2024-04-09,11,1391
S02091,P0031,2024-06-21,1,3003
S02092,P0088,2024-02-14,2,5194
S02093,P0004,2024-05-09,11,6116
S02094,P0079,2024-05-17,1,3242
S02095,P0024,2024-01-15,3,5802
S02096,P0086,2024-01-26,5,5498
S02097,P0092,2024-03-19,2,4392
S02098,P0030,2024-01-04,14,6638
S02099,P0027,2024-05-02,10,5479
S02100,P0006,2024-02-23,16,2370
S02101,P0063,2024-04-19,2,4904
S02102,P0058,2024-01-01,2,4355
S02103,P0100,2024-01-05,1,2399
S02104,P0051,2024-02-07,13,2662
S02105,P0051,2024-05-17,17,6294
S02106,P0021,2024-03-05,7,3054
S02107,P0056,2024-02-28,10,6769
S02108,P0026,2024-01-22,8,4199
